"source","target","weight"
"CDKN2B","TP53",0.86
"CDKN2B","CDKN3",0.722
"CDKN2B","SMAD4",0.812
"CDKN1C","CDKN2B",0.835
"CDKN2A","CDKN2B",0.951
"CDKN2B","MYC",0.966
"CDKN2B","CDKN2C",0.751
"CDKN2A","CDKN2C",0.815
"CDKN1C","CDKN2C",0.858
"CDKN2C","TP53",0.957
"AURKA","CDKN3",0.87
"CDKN3","OIP5",0.792
"CDKN3","DLGAP5",0.962
"CDKN3","NCAPG",0.816
"CCNB1","CDKN3",0.941
"CDKN3","KIF11",0.848
"CDKN3","NDC80",0.867
"CDKN3","CENPE",0.808
"CDKN3","TP53",0.858
"CDKN3","NUF2",0.858
"CDKN2B","CDKN3",0.722
"BUB1B","CDKN3",0.897
"CCNB2","CDKN3",0.893
"CDKN3","MAD2L1",0.87
"CDKN3","MELK",0.842
"CDKN3","TPX2",0.818
"BIRC5","CDKN3",0.887
"BUB1","CDKN3",0.846
"CDKN3","KIF15",0.727
"CDKN3","CHEK1",0.704
"CDKN3","MKI67",0.707
"CDKN3","RRM2",0.713
"CDCA8","CDKN3",0.72
"CDKN3","NEK2",0.722
"CDKN3","CKS2",0.725
"CDKN3","CENPF",0.725
"CDKN3","DEPDC1",0.73
"CDKN1C","CDKN3",0.748
"CDKN3","KIF2C",0.791
"CDKN3","UBE2T",0.796
"CDKN3","KIF4A",0.803
"CDKN3","CEP55",0.822
"CDKN3","NUSAP1",0.831
"CDKN3","HMMR",0.833
"CDKN3","KIF20A",0.835
"CDKN3","PTTG1",0.84
"CDKN2A","CDKN3",0.842
"CDKN3","UBE2C",0.847
"CDKN3","TTK",0.849
"ASPM","CDKN3",0.854
"CDCA3","CDKN3",0.859
"CDKN3","PBK",0.861
"CDKN3","TOP2A",0.863
"CDKN3","PRC1",0.883
"CDC20","CDKN3",0.885
"CCNA2","CDKN3",0.947
"CDK1","CDKN3",0.982
"CDO1","GGCT",0.801
"CDON","GAS1",0.995
"CDS1","PLPP5",0.905
"CDS1","PLPP3",0.937
"CDS1","MBOAT2",0.945
"CDS1","PLPP2",0.947
"AGPAT2","CDS1",0.963
"CDYL2","HSDL2",0.807
"CEACAM6","FN1",0.707
"CEBPA","NR3C1",0.758
"CEBPA","H4C6",0.714
"CEBPA","FOXA1",0.804
"CEBPA","FABP4",0.914
"CEBPA","EP300",0.902
"CEBPA","LEF1",0.862
"CEBPA","TP53",0.93
"CEBPA","PPARG",0.991
"CEBPA","TAL1",0.821
"CEBPA","PLIN1",0.723
"CEBPA","FOS",0.859
"CEBPA","LEP",0.943
"CEBPA","EBF1",0.876
"CEBPA","MYB",0.729
"CEBPA","JUN",0.886
"CEBPA","RUNX2",0.767
"CEBPA","GATA3",0.716
"CEBPA","FOXO1",0.975
"ADIPOQ","CEBPA",0.942
"CEBPA","RUNX1T1",0.961
"CEBPA","TET2",0.718
"CEBPA","LPL",0.725
"CEBPA","MYC",0.904
"AURKA","CENPE",0.869
"CENPE","DLGAP5",0.957
"CENPE","NCAPG",0.92
"CCNB1","CENPE",0.967
"CENPE","KIF23",0.969
"CENPE","KIF11",0.988
"CENPE","NDC80",0.979
"CENPE","CENPK",0.703
"CDCA3","CENPE",0.71
"CENPE","CENPU",0.71
"CENPE","FOXM1",0.718
"ATAD2","CENPE",0.729
"CENPE","CHEK1",0.757
"ANLN","CENPE",0.762
"CENPE","EXO1",0.781
"CDCA5","CENPE",0.793
"CENPE","PTTG1",0.796
"CENPE","UBE2C",0.803
"CDKN3","CENPE",0.808
"CENPE","SPAG5",0.811
"CENPE","DEPDC1",0.828
"CENPE","SGO2",0.832
"CENPE","NEK2",0.834
"CENPE","ECT2",0.844
"CENPE","KIF14",0.851
"CENPE","ZWILCH",0.87
"CENPE","ZWINT",0.878
"CENPE","MELK",0.886
"CENPE","PBK",0.889
"CENPE","TPX2",0.894
"CENPE","SMC4",0.899
"CENPE","KNL1",0.9
"CCNA2","CENPE",0.917
"CENPE","MKI67",0.921
"CENPE","TOP2A",0.926
"CENPE","HMMR",0.926
"CENPE","NUSAP1",0.929
"CENPE","KIF15",0.932
"BUB3","CENPE",0.935
"CENPE","CEP55",0.936
"CENPE","MAD2L1",0.942
"CCNB2","CENPE",0.942
"CDCA8","CENPE",0.956
"CENPE","KIF4A",0.957
"BIRC5","CENPE",0.963
"CENPE","KIF20A",0.967
"CENPE","TTK",0.968
"CDK1","CENPE",0.973
"ASPM","CENPE",0.981
"CENPE","KIF2C",0.988
"CDC20","CENPE",0.989
"CENPE","PRC1",0.99
"BUB1","CENPE",0.991
"CENPE","NUF2",0.996
"BUB1B","CENPE",0.999
"CENPE","CENPF",0.999
"CENPF","TRIP13",0.746
"AURKA","CENPF",0.902
"CENPF","DLGAP5",0.976
"CENPF","E2F8",0.803
"CENPF","NCAPG",0.924
"CCNB1","CENPF",0.988
"CENPF","KIF23",0.93
"CENPF","KIF11",0.972
"CENPF","NDC80",0.987
"CENPE","CENPF",0.999
"ANLN","CENPF",0.842
"CENPF","NUF2",0.952
"CDCA5","CENPF",0.857
"CENPF","CENPU",0.736
"BUB1B","CENPF",0.999
"CCNB2","CENPF",0.974
"CENPF","MAD2L1",0.915
"CENPF","MELK",0.919
"CENPF","PCLAF",0.898
"CENPF","TPX2",0.954
"BIRC5","CENPF",0.96
"BUB1","CENPF",0.987
"CENPF","ZWILCH",0.77
"CENPF","SPAG5",0.905
"CENPF","KIF15",0.959
"CDKN3","CENPF",0.725
"CENPF","KNL1",0.784
"CENPF","SMC4",0.8
"CENPF","FOXM1",0.989
"CENPF","UBE2C",0.94
"CENPF","RRM2",0.822
"CENPF","EXO1",0.9
"CENPF","FAM83D",0.734
"CENPF","GTSE1",0.745
"CENPF","CHEK1",0.761
"BUB3","CENPF",0.765
"CENPF","ECT2",0.77
"CDC45","CENPF",0.776
"CDCA3","CENPF",0.781
"CENPF","TK1",0.782
"CENPF","PTTG1",0.827
"CENPF","DEPDC1",0.844
"CENPF","UBE2T",0.853
"CENPF","KIF4A",0.879
"CENPF","DTL",0.893
"CENPF","HMMR",0.927
"CENPF","PRC1",0.937
"CENPF","NUSAP1",0.944
"CCNA2","CENPF",0.944
"CENPF","PBK",0.949
"CENPF","ZWINT",0.953
"CENPF","CEP55",0.959
"CENPF","KIF14",0.959
"CENPF","KIF20A",0.96
"CDCA8","CENPF",0.962
"CENPF","TTK",0.967
"CENPF","NEK2",0.97
"CENPF","TOP2A",0.974
"CDK1","CENPF",0.978
"CENPF","MKI67",0.979
"CENPF","KIF2C",0.985
"ASPM","CENPF",0.987
"CDC20","CENPF",0.99
"CENPK","OIP5",0.734
"CENPK","H4C6",0.903
"CENPK","NDC80",0.733
"CENPE","CENPK",0.703
"CENPK","NUF2",0.793
"CENPK","CENPU",0.999
"BUB1B","CENPK",0.869
"CENPK","MAD2L1",0.848
"CENPK","ZWILCH",0.791
"CENPK","KNL1",0.854
"BUB3","CENPK",0.708
"CDC20","CENPK",0.78
"CENPK","H2AC6",0.8
"CENPK","CENPN",0.999
"CDK1","CENPK",0.789
"CENPK","PBK",0.816
"CENPN","OIP5",0.819
"CENPN","RAD51AP1",0.76
"CENPN","H4C6",0.961
"CCNB1","CENPN",0.768
"CENPN","KIF11",0.796
"CENPN","NDC80",0.852
"CENPN","NUF2",0.73
"CDCA5","CENPN",0.811
"CENPN","CENPU",0.999
"BUB1B","CENPN",0.86
"CCNB2","CENPN",0.843
"CENPN","H2BC5",0.969
"CENPN","MAD2L1",0.899
"CENPN","MELK",0.705
"CENPN","TPX2",0.766
"BIRC5","CENPN",0.818
"BUB1","CENPN",0.76
"CENPN","SHCBP1",0.739
"CENPN","ZWILCH",0.776
"CENPN","KNL1",0.844
"CENPN","H2BC21",0.978
"CENPN","TTK",0.7
"CENPN","KIF2C",0.727
"CDC20","CENPN",0.837
"CDCA8","CENPN",0.706
"CENPN","H2AC6",0.818
"CENPN","CHEK1",0.705
"CENPN","DEPDC1",0.73
"CENPN","NUSAP1",0.736
"CENPN","PBK",0.756
"CCNA2","CENPN",0.77
"CDK1","CENPN",0.831
"CENPN","H2BC9",0.967
"CENPK","CENPN",0.999
"CENPU","OIP5",0.815
"CENPU","RAD51AP1",0.806
"CENPU","MND1",0.805
"CENPU","H4C6",0.905
"CENPU","DLGAP5",0.734
"CENPU","NCAPG",0.846
"CCNB1","CENPU",0.747
"CENPU","NDC80",0.897
"CENPE","CENPU",0.71
"CENPU","NUF2",0.753
"CDCA5","CENPU",0.705
"CENPF","CENPU",0.736
"CENPU","PBK",0.746
"BUB1","CENPU",0.758
"CDCA8","CENPU",0.759
"CENPU","H2AC6",0.8
"BUB1B","CENPU",0.812
"CENPU","ZWINT",0.829
"CDC20","CENPU",0.836
"CENPU","MAD2L1",0.837
"CCNB2","CENPU",0.846
"CENPU","KNL1",0.895
"CDK1","CENPU",0.914
"CENPN","CENPU",0.999
"CENPK","CENPU",0.999
"CEP41","MEST",0.877
"CEP55","TRIP13",0.815
"AURKA","CEP55",0.936
"CEP55","OIP5",0.84
"CEP55","RAD51AP1",0.839
"CEP55","MND1",0.794
"CEP55","DLGAP5",0.999
"CEP55","NCAPG",0.899
"CCNB1","CEP55",0.94
"CEP55","KIF23",0.975
"CEP55","KIF11",0.997
"CEP55","NDC80",0.914
"CENPE","CEP55",0.936
"ANLN","CEP55",0.93
"CEP55","NUF2",0.947
"CDCA5","CEP55",0.873
"ATAD2","CEP55",0.715
"BUB1B","CEP55",0.939
"CCNB2","CEP55",0.907
"CEP55","MAD2L1",0.73
"CEP55","CHMP4C",0.799
"CEP55","MELK",0.956
"CEP55","PCLAF",0.861
"CEP55","TPX2",0.944
"BIRC5","CEP55",0.913
"BUB1","CEP55",0.928
"CEP55","SHCBP1",0.785
"CEP55","TYMS",0.767
"CEP55","SPAG5",0.876
"CEP55","KIF15",0.893
"CDKN3","CEP55",0.822
"CEP55","FOXM1",0.86
"CEP55","UBE2C",0.938
"CEP55","RRM2",0.945
"CENPF","CEP55",0.959
"CEP55","DTL",0.817
"CEP55","NEK2",0.912
"CEP55","KIF14",0.943
"ASPM","CEP55",0.95
"CEP55","MKI67",0.904
"CEP55","TTK",0.945
"CEP55","UHRF1",0.76
"CEP55","UBE2T",0.768
"CEP55","TK1",0.802
"CEP55","ZWINT",0.867
"CEP55","CHEK1",0.871
"CDCA3","CEP55",0.876
"CEP55","DEPDC1",0.877
"CEP55","PTTG1",0.892
"CDC45","CEP55",0.896
"CEP55","PRC1",0.904
"CEP55","ECT2",0.913
"CDCA8","CEP55",0.923
"CCNA2","CEP55",0.923
"CEP55","HMMR",0.926
"CEP55","TOP2A",0.928
"CEP55","NUSAP1",0.93
"CEP55","KIF2C",0.948
"CDC20","CEP55",0.95
"CEP55","KIF4A",0.951
"CDK1","CEP55",0.957
"CEP55","PBK",0.957
"CEP55","KIF20A",0.962
"CERS6","GALC",0.931
"CERS6","DEGS2",0.968
"CERS6","SGPP2",0.948
"CERS6","PLPP2",0.932
"CERS6","PLPP3",0.925
"CERS6","UGCG",0.972
"CETP","HMGCR",0.781
"CETP","PLA2G7",0.861
"CETP","CLU",0.887
"CETP","VLDLR",0.895
"CETP","LPL",0.94
"APOC1","CETP",0.985
"APOB","CETP",0.989
"CFAP298","SPAG1",0.774
"CFD","LEP",0.769
"ADIPOQ","CFD",0.988
"CFH","RBMS2",0.716
"CFH","SPP1",0.703
"CFH","EFEMP1",0.786
"CFL2","GSN",0.864
"CFL2","LIMK2",0.99
"CGN","PATJ",0.721
"CGN","MARVELD2",0.989
"CGN","OCLN",0.995
"CGN","TJP3",0.997
"AURKA","CHEK1",0.754
"CHEK1","ORC6",0.732
"CHEK1","OIP5",0.743
"CHEK1","RAD51AP1",0.802
"CHEK1","MND1",0.861
"CHEK1","NCAPG",0.775
"CCNB1","CHEK1",0.935
"BRIP1","CHEK1",0.933
"CHEK1","KIF11",0.801
"BARD1","CHEK1",0.895
"CHEK1","PALB2",0.701
"CHEK1","MCM4",0.978
"CHEK1","MCM2",0.87
"CENPE","CHEK1",0.757
"CHEK1","DBF4",0.921
"CHEK1","TP53",0.997
"CHEK1","NUF2",0.702
"CDCA5","CHEK1",0.767
"ATM","CHEK1",0.998
"BUB1B","CHEK1",0.876
"CHEK1","FANCD2",0.958
"CCNB2","CHEK1",0.833
"CHEK1","MAD2L1",0.927
"CHEK1","MELK",0.873
"BIRC5","CHEK1",0.815
"BUB1","CHEK1",0.946
"CHEK1","FEN1",0.853
"CHEK1","RMI2",0.744
"CHEK1","FANCI",0.861
"CHEK1","TYMS",0.863
"CDKN3","CHEK1",0.704
"CHEK1","RAD51C",0.731
"ATR","CHEK1",0.999
"BLM","CHEK1",0.932
"CHEK1","RRM2",0.852
"CHEK1","EXO1",0.973
"CENPF","CHEK1",0.761
"CHEK1","DTL",0.931
"CHEK1","NEK2",0.704
"CHEK1","MDM4",0.742
"CEP55","CHEK1",0.871
"CHEK1","PTEN",0.791
"CHEK1","KIF2C",0.738
"CDC20","CHEK1",0.771
"CHEK1","ZWINT",0.722
"CHEK1","PCNA",0.757
"BRCA2","CHEK1",0.963
"CHEK1","CHEK2",0.971
"CENPN","CHEK1",0.705
"CDK1","CHEK1",0.911
"CHEK1","UBE2T",0.712
"CDKN2A","CHEK1",0.724
"CHEK1","PBK",0.735
"CCNE2","CHEK1",0.747
"CHEK1","MYC",0.76
"CHEK1","TOP2A",0.889
"CDC7","CHEK1",0.911
"CCNA2","CHEK1",0.939
"CDC45","CHEK1",0.994
"BRCA1","CHEK1",0.996
"CHEK2","H4C6",0.81
"CHEK2","GINS2",0.757
"CCNB1","CHEK2",0.817
"BARD1","CHEK2",0.937
"CHEK2","PALB2",0.921
"CHEK2","MCM4",0.927
"CHEK2","DBF4",0.912
"CHEK2","TP53",0.999
"ATM","CHEK2",0.999
"CHEK2","FANCD2",0.865
"CHEK2","MAD2L1",0.712
"CHEK2","RAD51C",0.887
"ATR","CHEK2",0.998
"BLM","CHEK2",0.744
"CHEK2","EXO1",0.896
"CHEK2","MDM4",0.92
"CHEK2","H2BC21",0.717
"CHEK2","PTEN",0.81
"BRCA2","CHEK2",0.985
"CCNA2","CHEK2",0.746
"CDKN2A","CHEK2",0.758
"CHEK2","RAD51B",0.785
"CDC45","CHEK2",0.926
"CHEK1","CHEK2",0.971
"CDC7","CHEK2",0.988
"BRCA1","CHEK2",0.999
"CEP55","CHMP4C",0.799
"CDCA8","CHMP4C",0.851
"CIDEA","LIPE",0.853
"CIDEA","FABP4",0.71
"CIDEA","PPARG",0.839
"CIDEA","COX7A1",0.816
"CIDEA","PLIN1",0.959
"ADIPOQ","CIDEA",0.763
"CIDEA","PNPLA2",0.773
"CIDEA","DIO2",0.808
"CIDEA","CIDEC",0.958
"CIDEC","LIPE",0.812
"CIDEC","PPARG",0.85
"CIDEC","PLIN1",0.99
"CIDEC","LEP",0.773
"CIDEA","CIDEC",0.958
"ADIPOQ","CIDEC",0.743
"CD36","CIDEC",0.759
"CIDEC","PLIN4",0.778
"CKMT2","MB",0.751
"AURKA","CKS2",0.804
"CKS2","DLGAP5",0.841
"CCNB1","CKS2",0.999
"CKS2","NUF2",0.701
"CCNB2","CKS2",0.976
"CKS2","MAD2L1",0.82
"CKS2","MELK",0.793
"BIRC5","CKS2",0.774
"BUB1","CKS2",0.805
"CDKN3","CKS2",0.725
"CKS2","UBE2C",0.874
"ASPM","CKS2",0.745
"CKS2","KIF2C",0.732
"CDC20","CKS2",0.971
"CKS2","TOP2A",0.708
"CKS2","HMMR",0.716
"CKS2","NUSAP1",0.774
"CKS2","KPNA2",0.789
"CKS2","PTTG1",0.888
"CCNA2","CKS2",0.99
"CDK1","CKS2",0.999
"CDH1","CLDN3",0.706
"CLDN3","EPCAM",0.737
"CLDN3","MARVELD3",0.821
"CLDN3","MARVELD2",0.908
"CLDN3","OCLN",0.998
"CLDN3","CLDN7",0.864
"CLDN3","CLDN4",0.859
"CLDN3","CLDN5",0.958
"CLDN3","TJP3",0.988
"CDH1","CLDN4",0.829
"CLDN4","EPCAM",0.785
"CLDN4","MARVELD2",0.795
"CLDN4","OCLN",0.996
"CLDN4","CLDN7",0.953
"CLDN3","CLDN4",0.859
"CLDN4","CLDN5",0.787
"CLDN4","TJP3",0.932
"CLDN5","VWF",0.92
"ANGPTL4","CLDN5",0.913
"CLDN5","ROBO4",0.732
"CLDN5","MARVELD2",0.774
"CAV1","CLDN5",0.733
"CLDN5","OCLN",0.999
"CLDN5","CLDN7",0.878
"CLDN5","MMP9",0.756
"CLDN3","CLDN5",0.958
"CLDN4","CLDN5",0.787
"CLDN5","TJP3",0.945
"CDH5","CLDN5",0.993
"CDH1","CLDN7",0.923
"CLDN7","EPCAM",0.993
"CLDN7","MARVELD3",0.756
"CLDN7","MARVELD2",0.964
"CLDN7","OCLN",0.999
"CD9","CLDN7",0.746
"CLDN3","CLDN7",0.864
"CLDN5","CLDN7",0.878
"CLDN7","PATJ",0.902
"CLDN4","CLDN7",0.953
"CLDN7","TACSTD2",0.966
"CLDN7","TJP3",0.99
"CLEC7A","TGFBR3",0.781
"CLEC7A","LY75-CD302",0.722
"CLEC7A","TREM2",0.749
"CD36","CLEC7A",0.787
"CLEC7A","LSP1",0.916
"CD37","CLEC7A",0.934
"CLGN","HSPA5",0.809
"CLIC5","MYH9",0.813
"CLIC5","EZR",0.974
"CETP","CLU",0.887
"CLU","LTF",0.993
"APOB","CLU",0.865
"CLU","LRP1",0.715
"CLU","PLA2G7",0.842
"CLU","LEP",0.899
"CLU","MMP9",0.718
"CLU","SPP1",0.73
"CLU","LPL",0.773
"CLU","FN1",0.802
"CLU","PLXNA4",0.802
"CLU","HSPA5",0.874
"CLU","VLDLR",0.938
"BIN1","CLU",0.955
"APOC1","CLU",0.969
"CLU","TREM2",0.985
"CNKSR2","HRAS",0.705
"CNR1","CNRIP1",0.752
"CNR1","MGLL",0.941
"CNR1","NTRK2",0.822
"ADCY4","CNR1",0.907
"CNR1","GNG2",0.94
"CNR1","GNAI1",0.995
"CNR1","CNRIP1",0.752
"BIN1","CNTNAP2",0.766
"CNTNAP2","SHANK3",0.789
"CNTNAP2","FOXP2",0.977
"COL10A1","MMP11",0.812
"COL10A1","COMP",0.768
"COL10A1","COL1A1",0.781
"ADAMTS3","COL10A1",0.741
"COL10A1","RUNX2",0.875
"COL10A1","COL11A1",0.877
"COL11A1","MMP11",0.732
"COL11A1","COL1A1",0.965
"COL10A1","COL11A1",0.877
"COL11A1","DDR2",0.77
"COL1A1","DCN",0.923
"COL1A1","PCOLCE2",0.703
"COL1A1","IGF1",0.714
"CD36","COL1A1",0.72
"COL1A1","SPP1",0.747
"COL1A1","ITGA7",0.75
"COL1A1","RB1",0.766
"COL1A1","TNMD",0.774
"COL1A1","VIM",0.778
"COL10A1","COL1A1",0.781
"COL1A1","CTHRC1",0.795
"COL1A1","SDC1",0.815
"COL1A1","MMP9",0.84
"COL1A1","DDR2",0.856
"COL1A1","VWF",0.877
"COL1A1","ITGA1",0.879
"COL1A1","POSTN",0.903
"COL1A1","FBN1",0.929
"COL1A1","RUNX2",0.955
"COL11A1","COL1A1",0.965
"BGN","COL1A1",0.974
"COL1A1","FN1",0.974
"COL6A6","ITGA7",0.738
"COMP","DCN",0.83
"COMP","PRG4",0.719
"COMP","ITGA1",0.72
"BGN","COMP",0.724
"BMP2","COMP",0.737
"COL10A1","COMP",0.768
"COMP","SDC1",0.911
"CD36","COMP",0.953
"COMP","FN1",0.958
"COX11","TOX3",0.75
"COX11","SLC4A7",0.706
"COX11","LSP1",0.711
"CIDEA","COX7A1",0.816
"AURKA","CPEB1",0.955
"CPEB1","PABPC1L",0.777
"CCNB2","CPEB1",0.928
"CDK1","CPEB1",0.938
"CRABP2","PLAAT3",0.748
"CREB3L4","EP300",0.916
"CREB3L4","CREB5",0.941
"CREB5","FOSB",0.774
"CREB5","EP300",0.924
"CREB3L4","CREB5",0.941
"CREB5","FOS",0.886
"CREB5","JUN",0.971
"CRNKL1","DHX15",0.988
"CRNKL1","SNRPB",0.995
"CRYAB","TP53",0.798
"CRYAB","HSPB2",0.921
"COL1A1","CTHRC1",0.795
"CTHRC1","POSTN",0.709
"CTPS1","TYMS",0.738
"CTPS1","NME7",0.94
"CTPS1","TK1",0.7
"CXADR","OCLN",0.831
"CCR7","CXCL10",0.968
"ACKR3","CXCL10",0.863
"CCR5","CXCL10",0.999
"CXCL10","PPBP",0.999
"CXCL10","TLR3",0.78
"CXCL10","MMP3",0.702
"CXCL10","MMP9",0.868
"CXCL10","IFIH1",0.891
"CXCL10","STAT1",0.949
"CXCL10","CXCL8",0.975
"CXCL10","CXCR4",0.997
"CXCL10","CXCL12",0.999
"CXCL10","CXCL11",0.999
"CCR7","CXCL11",0.93
"ACKR3","CXCL11",0.998
"CCR5","CXCL11",0.99
"CXCL11","PPBP",0.999
"CXCL10","CXCL11",0.999
"CXCL11","CXCL8",0.946
"CXCL11","STAT1",0.755
"CXCL11","CXCR4",0.994
"CXCL11","CXCL12",0.999
"CXCL12","MIF",0.737
"CCR7","CXCL12",0.999
"ACKR4","CXCL12",0.865
"CDH1","CXCL12",0.726
"CXCL12","FGF2",0.896
"ACKR3","CXCL12",0.999
"CXCL12","EGFR",0.897
"CCR5","CXCL12",0.998
"CXCL12","PPBP",0.999
"CXCL10","CXCL12",0.999
"CXCL12","CXCL8",0.951
"CXCL11","CXCL12",0.999
"CD34","CXCL12",0.856
"CXCL12","ERBB4",0.811
"CXCL12","FN1",0.884
"CXCL12","MMP9",0.891
"CXCL12","SDC1",0.702
"CXCL12","IGF1",0.845
"ANGPT1","CXCL12",0.704
"CXCL12","ESR1",0.879
"CXCL12","CXCR4",0.999
"CXCL8","SERPINE1",0.736
"CCR7","CXCL8",0.9
"CXCL8","IL1RN",0.926
"CXCL8","VWF",0.962
"CXCL8","FGF2",0.857
"CXCL8","TP53",0.804
"CXCL8","EGFR",0.792
"CCR5","CXCL8",0.971
"CXCL8","TLR3",0.718
"CXCL8","MMP3",0.821
"CXCL10","CXCL8",0.975
"CXCL8","FOS",0.765
"CXCL8","TSLP",0.711
"CXCL8","FGF3",0.751
"CXCL8","SPP1",0.755
"CXCL8","STAT1",0.765
"ANG","CXCL8",0.767
"AGTR1","CXCL8",0.782
"CXCL8","GNAI1",0.815
"CXCL8","SDC1",0.825
"ANXA1","CXCL8",0.828
"CXCL8","FN1",0.846
"CXCL8","GNG2",0.859
"CXCL8","MMP9",0.88
"CXCL11","CXCL8",0.946
"CXCL12","CXCL8",0.951
"CXCL8","JUN",0.987
"CXCL8","CXCR4",0.997
"ACKR1","CXCL8",0.999
"CXCR4","MIF",0.991
"CCR7","CXCR4",0.959
"CXCR4","GNG11",0.945
"CDH1","CXCR4",0.747
"CXCR4","EPCAM",0.708
"CXCR4","FGF2",0.795
"CXCR4","ERBB2",0.729
"ACKR3","CXCR4",0.996
"CCR5","CXCR4",0.996
"CXCR4","PPBP",0.963
"CXCR4","SOX17",0.729
"ADRB2","CXCR4",0.826
"CXCR4","S1PR1",0.719
"CXCL10","CXCR4",0.997
"CXCL8","CXCR4",0.997
"CXCL11","CXCR4",0.994
"CD34","CXCR4",0.815
"CXCR4","GRK3",0.869
"CXCR4","GNG2",0.917
"CAV1","CXCR4",0.715
"CXCR4","FN1",0.857
"CXCR4","GNG12",0.912
"CXCR4","MMP9",0.844
"ADRA1A","CXCR4",0.795
"CXCR4","IGF1",0.717
"CXCR4","SPP1",0.753
"CXCL12","CXCR4",0.999
"BCL6","CXCR4",0.709
"CXCR4","ESR1",0.702
"CXCR4","TFF3",0.751
"ANGPT1","CXCR4",0.757
"CXCR4","GNAI1",0.944
"ACO1","CYBRD1",0.714
"CYBRD1","SLC11A2",0.965
"ALDH1A1","CYP26B1",0.964
"CYTH2","PIK3CA",0.727
"CYTH2","CYTIP",0.717
"CYTH2","RABIF",0.724
"CYTH2","INAVA",0.847
"CDKN2A","CYTH2",0.713
"CYTH2","CYTIP",0.717
"DBF4","ORC6",0.998
"DBF4","MCM4",0.999
"DBF4","MCM2",0.996
"CDC20","DBF4",0.701
"CCNA2","DBF4",0.706
"ATR","DBF4",0.873
"CHEK2","DBF4",0.912
"CHEK1","DBF4",0.921
"CDC45","DBF4",0.987
"CDC7","DBF4",0.999
"DCLRE1B","FANCD2",0.849
"DCLRE1B","FANCI",0.761
"DCLRE1B","EXO1",0.734
"DCN","OGN",0.711
"DCN","MMP9",0.713
"DCN","POSTN",0.758
"DCN","MMP3",0.765
"CCN4","DCN",0.766
"DCN","SPP1",0.768
"DCN","TNMD",0.79
"COMP","DCN",0.83
"DCN","FGF2",0.834
"DCN","LRP1",0.839
"DCN","DPT",0.85
"DCN","FBN1",0.912
"DCN","ERBB3",0.913
"DCN","ERBB4",0.922
"COL1A1","DCN",0.923
"DCN","SDC1",0.935
"DCN","FGF3",0.936
"DCN","ERBB2",0.958
"DCN","HSPG2",0.986
"BGN","DCN",0.989
"DCN","IGF1",0.989
"DCN","FN1",0.996
"DCN","EGFR",0.999
"COL1A1","DDR2",0.856
"COL11A1","DDR2",0.77
"DEGS2","GALC",0.915
"DEGS2","PLPP3",0.904
"DEGS2","PLPP2",0.91
"DEGS2","SGPP2",0.94
"DEGS2","UGCG",0.961
"CERS6","DEGS2",0.968
"AURKA","DEPDC1",0.782
"DEPDC1","OIP5",0.737
"DEPDC1","RAD51AP1",0.715
"DEPDC1","DLGAP5",0.881
"DEPDC1","NCAPG",0.824
"CCNB1","DEPDC1",0.871
"DEPDC1","KIF23",0.865
"DEPDC1","KIF11",0.839
"CENPE","DEPDC1",0.828
"ANLN","DEPDC1",0.847
"DEPDC1","NUF2",0.898
"BUB1B","DEPDC1",0.85
"CCNB2","DEPDC1",0.724
"DEPDC1","MELK",0.751
"DEPDC1","TPX2",0.903
"BIRC5","DEPDC1",0.821
"BUB1","DEPDC1",0.831
"DEPDC1","SHCBP1",0.78
"DEPDC1","KIF15",0.854
"CDKN3","DEPDC1",0.73
"DEPDC1","FOXM1",0.845
"CENPF","DEPDC1",0.844
"DEPDC1","NEK2",0.847
"DEPDC1","KIF14",0.873
"ASPM","DEPDC1",0.861
"DEPDC1","MKI67",0.705
"DEPDC1","TTK",0.931
"CEP55","DEPDC1",0.877
"DEPDC1","KIF2C",0.83
"CDC20","DEPDC1",0.761
"CDCA8","DEPDC1",0.772
"DEPDC1","KIF4A",0.797
"CENPN","DEPDC1",0.73
"DEPDC1","HMMR",0.907
"DEPDC1","KIF20A",0.9
"CDK1","DEPDC1",0.849
"DEPDC1","TOP2A",0.733
"DEPDC1","NUSAP1",0.711
"DEPDC1","PBK",0.849
"CCNA2","DEPDC1",0.894
"DGAT2","LIPE",0.701
"AGPAT2","DGAT2",0.707
"DGAT2","GPAM",0.728
"DGAT2","GPAT3",0.743
"ACSL1","DGAT2",0.748
"DGAT2","FABP4",0.786
"DGAT2","SCD",0.844
"DGAT2","PNPLA2",0.91
"DGAT2","PLPP5",0.948
"DGAT2","PLPP3",0.952
"DGAT2","PLPP2",0.971
"DHX15","WDR43",0.899
"DHX15","SNRPB",0.983
"CRNKL1","DHX15",0.988
"CIDEA","DIO2",0.808
"DIO2","THRB",0.779
"DLC1","TNS1",0.746
"CAV1","DLC1",0.785
"DLC1","TLN2",0.821
"DLC1","TNS2",0.992
"DLGAP5","TRIP13",0.789
"AURKA","DLGAP5",0.966
"DLGAP5","OIP5",0.856
"DLGAP5","RAD51AP1",0.884
"DLGAP5","MND1",0.816
"DLGAP5","KPNA2",0.705
"DLGAP5","GINS2",0.72
"DLGAP5","PIMREG",0.726
"DLGAP5","SMC4",0.728
"CENPU","DLGAP5",0.734
"DLGAP5","GTSE1",0.736
"DLGAP5","SHCBP1",0.74
"DLGAP5","KNL1",0.748
